"","StoreProduct","meanDemand"
"172","12105 102307200071948",0.307692307692308
"173","12105 102307200074748",0.923076923076923
"174","12105 102307200074766",1.61538461538462
"175","12105 102307200074802",1.23076923076923
"176","12105 102307200077068",0.0769230769230769
"177","12105 102307200081548",0.153846153846154
"178","12204 102307200038096",0.230769230769231
"179","12204 102307200038366",0.461538461538462
"180","12204 102307200067990",0
"181","12204 102307200069204",0.0769230769230769
"182","12204 102307200071948",0
"183","12204 102307200072030",0.615384615384615
"184","12236 102307200006028",1.92307692307692
"185","12236 102307200025714",0.307692307692308
"186","12236 102307200036690",0
"187","12236 102307200037810",0.307692307692308
"188","12236 102307200037964",12.5384615384615
"189","12236 102307200039258",0.692307692307692
"190","12236 102307200072014",0
"191","12236 102307200073852",24.6153846153846
"192","12236 102307200078722",7.23076923076923
"193","12236 102307200079622",0.615384615384615
"194","12236 103788201631842",0.769230769230769
"195","13047 102307200002190",0.307692307692308
"196","13047 102307200006008",0.307692307692308
"197","13047 102307200028388",0
"198","13047 102307200057650",0.615384615384615
"199","13047 102307200063622",1.23076923076923
"200","13047 102307200067188",0.615384615384615
"201","13047 102307200067988",0.230769230769231
"202","13047 102307200072008",0.0769230769230769
"203","13047 102307200074850",0
"204","13047 102307200076822",0.230769230769231
"205","13047 102307200079832",1.15384615384615
"206","13047 102307200081312",0.461538461538462
"207","13047 102307200100922",0.0769230769230769
"208","13047 102307200144888",1.23076923076923
"209","14963 102307200002190",0.153846153846154
"210","14963 102307200023948",0.769230769230769
"211","14963 102307200025554",0.230769230769231
"212","14963 102307200067182",0.230769230769231
"213","14963 102307200071282",0.230769230769231
"214","14963 102307200074290",0.461538461538462
"215","14963 102307200081312",0.153846153846154
"216","14963 102307200082318",0.461538461538462
